ID,Beta,Rho,Aniso_X,Aniso_Y,Aniso_Z,Area_Inner,Area_Outer,Total_Area,Volume,SA_Vol_Ratio,Porosity,Pore_Size
6110,44.4721,0.4281,2.4,72.97,71.34,12.2348,2.4604,14.6952,0.3406,43.1447,0.5683,0.0962
6111,47.0972,0.5529,9.85,72.07,49.72,13.1914,2.8215,16.0129,0.4308,37.167,0.4541,0.0816
6112,28.9802,0.6672,11.24,27.38,44.83,7.3175,3.289,10.6065,0.5259,20.1689,0.3333,0.1507
6113,42.6268,0.4288,71.55,32.86,85.39,11.7665,2.2921,14.0586,0.337,41.7155,0.573,0.0954
6114,34.7394,0.4197,42.12,49.02,36.36,9.5619,2.1999,11.7618,0.3262,36.0577,0.5866,0.0154
6115,31.9567,0.5948,13.71,6.67,79.33,8.5804,2.9759,11.5562,0.4679,24.6956,0.4069,0.1213
6116,41.843,0.5765,23.08,72.31,71.95,11.5442,2.9553,14.4995,0.4565,31.7598,0.4217,0.1004
6117,38.7181,0.44,66.4,89.42,79.05,10.7948,2.2401,13.0349,0.3426,38.0494,0.5656,0.1036
6118,30.3332,0.6619,33.17,24.68,11.21,7.6739,3.353,11.0269,0.5295,20.824,0.329,0.1407
6119,28.7193,0.6429,82.21,29.83,44.68,7.6215,3.0698,10.6913,0.4965,21.5323,0.3709,0.1391
6120,18.0271,0.562,67.54,31.93,45.19,4.8803,2.8806,7.7609,0.445,17.4406,0.436,0.2111
6121,22.038,0.5836,69.31,51.86,6.09,5.9859,2.9109,8.8968,0.4552,19.5433,0.4232,0.1962
6122,25.6568,0.6859,36.41,5.22,10.16,6.0496,3.5369,9.5865,0.5735,16.7159,0.2732,0.1684
6123,22.2118,0.6979,23.52,50.03,50.31,5.3587,3.4682,8.8269,0.5527,15.9697,0.2996,0.1682
6124,17.1558,0.4703,88.84,48.89,68.82,4.7941,2.4728,7.2669,0.3649,19.9155,0.5376,0.2338
6125,16.485,0.3052,2.45,23.07,8.96,3.6225,1.0368,4.6593,0.1989,23.4228,0.7447,0.0273
6126,29.858,0.4167,4.11,82.34,5.53,8.1066,2.2655,10.3721,0.3243,31.9804,0.5889,0.1461
6127,31.3185,0.3051,38.99,29.6,2.7,7.4298,1.5165,8.9462,0.2231,40.1042,0.7173,0.0158
6128,25.7612,0.4352,59.08,15.16,28.91,7.0677,2.0216,9.0893,0.3326,27.3242,0.5783,0.0225
6129,24.5746,0.617,22.45,5.09,27.43,6.5717,3.2106,9.7823,0.5037,19.4198,0.3616,0.1787
6130,24.9933,0.6715,21.32,12.63,55.34,6.3348,3.3118,9.6466,0.5233,18.4352,0.3369,0.1329
6131,26.3359,0.4246,84.0,76.99,30.38,7.2017,2.0444,9.2462,0.3297,28.0448,0.5822,0.0168
6132,46.0864,0.4785,61.43,88.2,24.66,12.9056,2.3797,15.2853,0.3742,40.8479,0.5259,0.0906
6133,36.2632,0.4171,35.69,58.42,12.47,9.9719,2.1913,12.1632,0.3195,38.0666,0.5952,0.0185
6134,40.9926,0.3245,3.93,64.83,53.18,10.5641,1.7475,12.3117,0.264,46.6279,0.6653,0.0179
6135,44.8774,0.4413,56.08,48.99,13.39,12.5832,2.2808,14.864,0.3432,43.3068,0.5651,0.0951
6136,23.5905,0.6443,69.94,57.55,73.8,6.3153,3.1696,9.4849,0.5055,18.7631,0.3595,0.1637
6137,29.7725,0.61,24.58,63.3,79.62,8.0553,3.064,11.1193,0.4818,23.077,0.3895,0.1458
6138,32.9965,0.4669,66.57,40.35,70.63,9.2916,2.2968,11.5884,0.366,31.6596,0.5361,0.1232
6139,39.8112,0.4371,37.78,72.97,29.34,10.9814,2.1589,13.1404,0.338,38.8793,0.5718,0.0984
6140,24.3913,0.3158,72.39,11.78,8.79,5.7988,1.5414,7.3402,0.2303,31.8708,0.7082,0.0235
6141,17.1707,0.611,78.04,82.86,18.82,4.6344,2.9892,7.6236,0.4648,16.4024,0.411,0.237
6142,43.85,0.3747,72.29,70.27,5.2,11.6396,1.9949,13.6345,0.2846,47.9111,0.6394,0.0163
6143,40.5676,0.4465,47.32,73.04,48.24,11.287,2.3595,13.6466,0.3465,39.3893,0.5611,0.0983
6144,27.7374,0.4462,62.4,10.09,48.59,7.6215,2.2029,9.8244,0.3457,28.4186,0.562,0.1565
6145,36.5795,0.3749,36.9,66.1,82.56,9.7438,1.9581,11.7019,0.288,40.6287,0.6349,0.0168
6146,20.4937,0.6396,89.59,76.24,41.45,5.4274,3.0847,8.5121,0.4883,17.4326,0.3814,0.1882
6147,31.0913,0.5087,63.08,44.17,16.84,8.7961,2.5947,11.3909,0.3986,28.5794,0.495,0.132
6148,16.4698,0.6589,76.35,10.09,76.37,4.219,3.1721,7.3912,0.5211,14.1841,0.3397,0.2057
6149,24.7962,0.3937,50.97,36.09,7.18,6.7602,1.9384,8.6987,0.31,28.0575,0.6072,0.016
6150,24.8878,0.5938,25.02,79.01,4.18,6.7114,3.1668,9.8782,0.4764,20.7372,0.3964,0.1745
6151,33.1667,0.3541,2.92,11.97,80.46,8.775,1.9702,10.7452,0.288,37.3098,0.6348,0.0233
6152,18.6608,0.4095,3.75,5.92,83.0,4.9109,2.1389,7.0498,0.3089,22.8195,0.6082,0.023
6153,32.8475,0.4835,48.85,61.25,7.93,9.3098,2.3244,11.6342,0.3774,30.8253,0.5218,0.1284
6154,18.6083,0.694,14.13,86.44,1.56,4.6054,3.6135,8.2189,0.5374,15.2937,0.3191,0.2211
6155,19.9202,0.4973,88.99,52.53,22.16,5.6514,2.4413,8.0927,0.3881,20.8494,0.5081,0.1885
6156,38.8741,0.3981,52.48,16.12,75.76,10.5142,1.9775,12.4917,0.3097,40.3398,0.6076,0.0155
6157,44.5575,0.5467,43.89,27.8,37.99,12.4623,2.8944,15.3567,0.4263,36.0203,0.4599,0.0988
6158,18.9812,0.6373,68.28,29.03,21.17,5.0178,3.1853,8.203,0.5044,16.2625,0.3609,0.179
6159,18.961,0.6818,50.26,11.15,13.18,4.5178,3.4327,7.9505,0.5555,14.3134,0.2962,0.2254
6160,44.8582,0.5142,62.52,48.02,17.04,12.6656,2.6459,15.3115,0.4051,37.799,0.4867,0.0933
6161,42.5557,0.5894,44.99,88.86,2.67,11.7361,3.1704,14.9065,0.4584,32.519,0.4193,0.0961
6162,30.5178,0.373,11.28,15.91,66.4,8.0203,1.9252,9.9454,0.2923,34.0203,0.6295,0.0183
6163,18.9342,0.3522,87.68,58.74,88.46,4.7888,1.7215,6.5103,0.2739,23.7684,0.6529,0.0166
6164,44.3059,0.4598,75.72,59.13,51.34,12.3936,2.3451,14.7387,0.358,41.1651,0.5464,0.0897
6165,21.4004,0.3294,15.76,86.36,62.85,5.4534,1.5547,7.0081,0.2513,27.8869,0.6815,0.0197
6166,46.6738,0.3089,70.92,1.19,36.82,10.9612,1.4402,12.4014,0.2138,57.994,0.729,0.0145
6167,34.9924,0.4444,77.64,28.09,35.22,9.703,2.2415,11.9445,0.3486,34.2634,0.5582,0.1104
6168,20.9081,0.3745,76.42,65.92,62.16,5.348,1.8893,7.2372,0.2783,26.0036,0.6473,0.0205
6169,41.7172,0.5167,35.53,7.74,50.87,11.7211,2.6702,14.3913,0.4046,35.573,0.4873,0.1006
6170,17.7512,0.6172,20.18,12.98,75.93,4.7194,3.0193,7.7388,0.4814,16.0758,0.3898,0.1942
6171,29.4803,0.5739,47.39,88.26,2.64,8.1013,2.9655,11.0668,0.4434,24.9597,0.4383,0.1336
6172,31.3781,0.3419,40.95,26.29,86.43,7.979,1.8307,9.8097,0.2612,37.562,0.669,0.0152
6173,22.5432,0.4629,7.35,28.81,23.36,6.27,2.3582,8.6282,0.3668,23.5198,0.5349,0.1732
6174,20.9973,0.4974,45.88,3.49,63.55,5.8505,2.3155,8.1661,0.385,21.2108,0.5121,0.1955
6175,41.0782,0.5897,48.31,40.06,15.73,11.3618,3.0336,14.3954,0.4631,31.0835,0.4132,0.1034
6176,24.6531,0.617,29.43,0.81,66.51,6.419,3.2823,9.7013,0.501,19.3651,0.3652,0.1708
6177,25.8407,0.5602,28.88,60.88,64.81,7.138,2.8155,9.9535,0.4397,22.6351,0.4427,0.1537
6178,17.3823,0.6688,70.41,60.08,47.94,4.5575,3.2492,7.8066,0.5126,15.2304,0.3503,0.2307
6179,33.8131,0.6207,18.24,64.42,68.37,9.0233,3.0576,12.0809,0.4975,24.2816,0.3695,0.1344
6180,21.0086,0.6935,68.0,18.5,56.42,5.2734,3.2004,8.4738,0.542,15.6353,0.3135,0.1982
6181,19.6348,0.523,82.05,70.01,62.11,5.5494,2.6594,8.2089,0.3891,21.0962,0.507,0.202
6182,44.7654,0.5931,52.6,57.43,42.11,12.3865,2.9879,15.3744,0.4642,33.1171,0.4118,0.0873
6183,30.1622,0.3713,32.86,69.44,83.75,7.9043,1.8242,9.7286,0.2813,34.5897,0.6434,0.0171
6184,25.2517,0.5195,20.6,43.91,9.55,7.1043,2.5645,9.6688,0.4066,23.7798,0.4848,0.1696
6185,21.9372,0.6628,53.93,57.63,17.66,5.6182,3.2576,8.8758,0.5268,16.8497,0.3326,0.1854
6186,41.4929,0.6656,35.78,39.36,56.43,10.5883,3.312,13.9003,0.5238,26.5395,0.3363,0.1017
6187,15.7534,0.6998,8.71,81.49,88.75,4.0883,3.0493,7.1377,0.5142,13.8807,0.3482,0.229
6188,19.8961,0.6394,35.22,23.27,84.54,5.0582,3.1732,8.2314,0.502,16.398,0.3639,0.1858
6189,24.5582,0.6668,51.45,45.64,41.4,6.1876,3.2586,9.4461,0.5349,17.6607,0.3222,0.1777
6190,19.7577,0.6411,87.85,76.13,66.07,5.3265,3.1081,8.4346,0.4975,16.9557,0.3695,0.1796
6191,27.7829,0.3555,41.74,13.69,24.71,7.2393,1.6962,8.9356,0.2699,33.1074,0.6578,0.0181
6192,25.0122,0.6387,9.8,63.31,38.25,6.5521,3.1713,9.7234,0.5014,19.3936,0.3648,0.1708
6193,38.2232,0.6193,18.02,53.8,43.22,10.2318,3.1308,13.3625,0.4923,27.1447,0.3762,0.1155
6194,38.5292,0.3852,78.52,55.55,71.73,10.3651,1.9527,12.3178,0.2965,41.5467,0.6245,0.0164
6195,29.9452,0.4296,23.54,32.95,75.15,8.2802,2.2531,10.5334,0.3379,31.1726,0.5718,0.0158
6196,40.1398,0.5635,35.07,32.83,29.95,11.1941,2.7693,13.9634,0.4389,31.8142,0.4439,0.0964
6197,18.7035,0.3966,25.22,15.19,26.54,4.9501,1.7987,6.7488,0.3014,22.3893,0.6179,0.0231
6198,34.2565,0.6938,48.99,25.83,35.27,8.5779,3.476,12.0539,0.5415,22.2599,0.3138,0.1194
6199,18.1553,0.6978,81.33,72.69,83.91,4.4446,3.4036,7.8482,0.5457,14.3818,0.3086,0.1935
6200,37.9694,0.6832,35.05,43.69,23.74,9.44,3.3392,12.7793,0.5441,23.4866,0.3107,0.107
6201,18.456,0.5412,45.45,1.07,37.71,5.2415,2.5952,7.8367,0.4312,18.1751,0.4537,0.2272
6202,40.9299,0.4661,72.35,23.62,11.72,11.5357,2.4289,13.9646,0.3618,38.6015,0.5416,0.1001
6203,31.5829,0.595,80.19,48.33,48.97,8.584,3.0415,11.6255,0.4692,24.7756,0.4053,0.1214
6204,40.1382,0.5601,24.02,22.01,82.26,11.0551,2.7084,13.7635,0.4431,31.0598,0.4385,0.0907
6205,38.2005,0.5164,33.37,37.68,66.53,10.79,2.5856,13.3756,0.408,32.7872,0.483,0.1073
6206,39.5692,0.545,75.86,57.76,26.55,11.0385,2.7665,13.805,0.4248,32.5008,0.4619,0.0998
6207,26.2489,0.6537,71.35,35.02,70.66,6.7652,3.1324,9.8977,0.5147,19.23,0.3481,0.1487
6208,45.6137,0.4952,60.38,38.76,43.94,12.9276,2.5167,15.4443,0.3857,40.0421,0.5111,0.0939
6209,45.7711,0.6993,59.64,3.65,46.74,11.0799,3.4571,14.537,0.5602,25.9483,0.2902,0.0814
6210,40.3249,0.3255,7.62,56.85,13.64,10.1041,1.5703,11.6744,0.2443,47.7859,0.6904,0.0194
6211,20.9637,0.5309,63.24,36.84,35.72,5.9001,2.6368,8.5369,0.416,20.52,0.4727,0.1812
6212,38.059,0.3797,76.57,23.43,30.82,10.1987,1.9316,12.1303,0.297,40.8484,0.6235,0.0175
6213,17.1098,0.5824,60.62,75.6,31.94,4.7322,2.6862,7.4185,0.4331,17.1275,0.4512,0.194
6214,34.8907,0.3424,62.4,45.0,50.98,9.0098,1.7901,10.8,0.2659,40.6129,0.663,0.0158
6215,36.6392,0.3532,78.21,70.74,51.87,9.5419,1.8306,11.3725,0.274,41.5123,0.6529,0.0143
6216,46.4106,0.5026,50.95,29.58,46.96,13.0743,2.5325,15.6068,0.3887,40.1549,0.5074,0.0832
6217,29.5471,0.4898,22.81,53.62,76.51,8.3306,2.5446,10.8752,0.3864,28.1427,0.5102,0.1503
6218,32.264,0.3493,29.74,60.79,64.79,8.2566,1.74,9.9966,0.2593,38.5466,0.6714,0.0158
6219,15.8425,0.6172,34.37,13.92,59.97,4.203,3.0454,7.2484,0.4847,14.954,0.386,0.2363
6220,26.1687,0.4418,88.87,53.96,39.0,7.2968,2.0739,9.3707,0.3537,26.4967,0.5519,0.1567
6221,19.8099,0.4128,38.17,24.73,83.17,5.246,1.9766,7.2226,0.3148,22.9417,0.6011,0.0187
6222,44.6711,0.4895,78.23,26.97,24.68,12.5582,2.6088,15.167,0.3824,39.6646,0.5152,0.0957
6223,16.8474,0.5366,40.21,9.08,16.87,4.7519,2.7506,7.5025,0.4288,17.4977,0.4564,0.2591
6224,16.4477,0.4136,44.25,30.43,80.81,4.345,1.9051,6.2501,0.299,20.9001,0.621,0.019
6225,20.847,0.3799,50.86,8.02,58.87,5.5819,1.8016,7.3835,0.286,25.8185,0.6374,0.0202
6226,28.5817,0.4623,83.79,7.99,8.22,7.9597,2.3732,10.3329,0.3522,29.3377,0.5537,0.1585
6227,33.296,0.624,62.04,16.75,51.74,8.9062,3.1221,12.0284,0.4888,24.61,0.3806,0.1242
6228,39.6614,0.3098,65.36,60.46,46.94,9.8472,1.6729,11.5201,0.2416,47.6862,0.6938,0.0148
6229,38.5906,0.4706,6.46,69.1,42.14,10.7928,2.3573,13.15,0.3693,35.6124,0.532,0.1075
6230,15.9367,0.589,71.02,75.73,28.62,4.4367,2.599,7.0357,0.441,15.9528,0.4411,0.2167
6231,34.7244,0.5916,81.01,5.9,3.17,9.4648,2.9582,12.4229,0.464,26.7762,0.412,0.1272
6232,41.9955,0.3411,35.89,70.43,30.32,10.7327,1.796,12.5287,0.2618,47.8517,0.6682,0.0147
6233,35.6427,0.4713,55.4,58.97,50.05,9.9727,2.4682,12.4409,0.3701,33.6136,0.5312,0.1188
6234,40.5225,0.3607,53.31,49.36,49.8,10.6351,1.9207,12.5558,0.2779,45.1752,0.6478,0.0155
6235,18.7668,0.5995,38.65,84.85,79.61,5.1871,2.9185,8.1056,0.4569,17.7407,0.4209,0.202
6236,25.6937,0.4274,64.66,85.65,41.66,7.0255,2.1151,9.1406,0.3269,27.9656,0.5859,0.0203
6237,18.7262,0.3955,64.32,23.66,32.6,4.9956,1.9769,6.9725,0.3017,23.1124,0.6176,0.0177
6238,32.5904,0.5332,24.45,73.89,13.9,9.1064,2.6346,11.741,0.42,27.9518,0.468,0.1301
6239,27.6225,0.6908,81.85,20.99,50.94,6.8197,3.3776,10.1974,0.5382,18.9463,0.318,0.1399
6240,44.5855,0.6191,75.69,48.43,18.73,11.9524,3.2315,15.184,0.4928,30.8123,0.3757,0.0882
6241,29.7312,0.4012,22.3,19.07,10.79,7.8763,2.0624,9.9387,0.2959,33.5856,0.625,0.0185
6242,38.4829,0.6333,84.98,87.09,38.31,10.2422,3.1491,13.3913,0.4933,27.1444,0.375,0.0954
6243,30.7636,0.6911,40.68,72.55,82.77,7.5492,3.4866,11.0359,0.5495,20.0835,0.3038,0.1256
6244,29.1452,0.6815,88.95,18.39,75.6,7.399,3.446,10.8449,0.5281,20.5357,0.3307,0.1262
6245,17.7519,0.6139,58.92,58.56,58.94,4.8842,2.9649,7.8491,0.4641,16.9136,0.4121,0.2051
6246,19.482,0.5683,69.56,69.06,65.3,5.5373,2.8701,8.4074,0.4329,19.4192,0.4514,0.1997
6247,32.5213,0.4459,88.67,20.13,10.48,9.0412,2.2162,11.2574,0.3452,32.6124,0.5626,0.1369
6248,30.8078,0.4891,18.04,59.83,41.61,8.6607,2.4585,11.1192,0.3799,29.2694,0.5186,0.1359
6249,45.6044,0.5604,41.7,13.45,23.06,12.6541,2.8769,15.531,0.4421,35.1265,0.4396,0.094
6250,41.5356,0.6371,84.65,66.62,31.54,10.8845,3.2633,14.1479,0.5019,28.1859,0.364,0.0903
6251,37.0091,0.58,58.37,59.15,32.84,10.2312,2.929,13.1602,0.4534,29.0252,0.4256,0.1053
6252,20.0977,0.5034,89.59,24.74,78.54,5.5813,2.3536,7.9349,0.3883,20.4337,0.5081,0.1975
6253,45.6043,0.5445,67.53,87.7,63.49,12.784,2.7078,15.4919,0.4257,36.3886,0.4604,0.0861
6254,43.5906,0.6332,62.72,46.99,43.18,11.5777,3.2198,14.7975,0.5013,29.5188,0.3649,0.0978
6255,40.9144,0.3233,71.74,1.08,89.7,9.8606,1.6399,11.5005,0.2285,50.3259,0.7105,0.0158
6256,35.2825,0.4504,58.84,73.88,34.05,9.8326,2.2731,12.1057,0.3485,34.7404,0.5582,0.1192
6257,43.4637,0.5786,52.17,20.28,73.66,11.9278,3.0106,14.9384,0.4579,32.6269,0.4199,0.0928
6258,31.7287,0.5629,30.98,71.06,28.7,8.8013,2.7555,11.5568,0.4387,26.341,0.4438,0.1271
6259,41.7425,0.5195,44.87,16.06,69.21,11.7065,2.7093,14.4158,0.4061,35.4964,0.4854,0.106
6260,44.4897,0.5505,24.02,10.01,48.95,12.2553,2.8237,15.0789,0.4323,34.878,0.4522,0.0873
6261,43.3693,0.3081,88.27,82.96,39.02,10.6523,1.6539,12.3061,0.238,51.7109,0.6984,0.0153
6262,16.5137,0.3215,6.63,20.71,88.23,4.151,1.6555,5.8065,0.257,22.5942,0.6723,0.0212
6263,42.7606,0.6974,79.88,20.85,85.09,10.4446,3.5636,14.0082,0.5489,25.5211,0.3044,0.0867
6264,22.2741,0.3283,51.95,0.04,10.33,5.282,1.3117,6.5937,0.2088,31.5728,0.7354,0.0175
6265,26.1622,0.3074,29.68,81.14,76.6,6.2697,1.472,7.7418,0.2319,33.3793,0.7061,0.0153
6266,18.6573,0.4502,89.02,85.93,7.76,5.0979,2.2702,7.3681,0.3481,21.1673,0.5589,0.0233
6267,29.0047,0.4428,0.11,88.06,86.3,7.9904,2.1639,10.1543,0.3393,29.9305,0.57,0.1442
6268,32.5845,0.4082,34.21,58.93,11.5,8.8515,1.9582,10.8097,0.312,34.6456,0.6046,0.0186
6269,32.8464,0.4112,76.53,43.9,79.82,9.0295,2.0749,11.1044,0.3295,33.7031,0.5824,0.0158
6270,28.5052,0.6525,35.62,48.69,46.81,7.3986,3.1368,10.5354,0.5124,20.562,0.3507,0.1447
6271,21.2439,0.3324,5.52,59.21,81.31,5.653,2.0335,7.6865,0.2856,26.9125,0.638,0.0249
6272,46.3477,0.5063,87.43,10.42,1.79,12.9175,2.4543,15.3718,0.3899,39.4297,0.5058,0.093
6273,24.5817,0.4251,77.32,60.93,15.89,6.6695,2.157,8.8265,0.324,27.2421,0.5893,0.0171
6274,37.9194,0.5838,3.97,70.54,26.4,10.4843,2.7717,13.256,0.4516,29.3507,0.4275,0.1064
6275,20.9073,0.6241,25.46,7.06,82.75,5.4796,3.0479,8.5274,0.5023,16.9762,0.3636,0.1678
6276,23.8793,0.4194,35.18,77.14,29.23,6.5175,2.1707,8.6882,0.3213,27.0416,0.5928,0.0179
6277,22.3125,0.4652,65.6,38.84,46.54,6.3026,2.3315,8.6341,0.367,23.5229,0.535,0.1718
6278,23.6302,0.6141,33.46,0.87,68.38,6.2066,3.1609,9.3674,0.4944,18.9458,0.3736,0.1716
6279,28.896,0.6644,8.09,38.08,14.52,7.6881,3.26,10.948,0.5061,21.6324,0.359,0.1435
6280,46.7104,0.3912,50.84,40.83,20.6,12.5411,2.0884,14.6295,0.2992,48.9016,0.6211,0.0153
6281,45.7603,0.638,51.62,88.31,64.33,12.1784,3.1274,15.3058,0.4996,30.6333,0.3668,0.0859
6282,43.1925,0.4741,81.23,89.45,48.43,12.099,2.5457,14.6448,0.3713,39.4388,0.5295,0.086
6283,45.705,0.5338,73.23,48.48,80.4,12.8486,2.7806,15.6292,0.4216,37.0681,0.4657,0.0895
6284,37.5669,0.5682,83.85,12.27,83.29,10.3439,2.8987,13.2426,0.446,29.6888,0.4349,0.1042
6285,37.1566,0.3429,51.15,1.75,47.78,9.2732,1.7351,11.0083,0.2446,45.0106,0.69,0.0159
6286,34.7265,0.3964,72.04,61.88,44.67,9.3843,2.0047,11.389,0.3083,36.9464,0.6095,0.0165
6287,37.286,0.5435,17.31,35.15,47.76,10.4178,2.7918,13.2097,0.4332,30.4927,0.4511,0.1095
6288,40.6155,0.6631,52.67,78.62,29.52,10.4393,3.2738,13.7131,0.5205,26.3486,0.3404,0.099
6289,23.846,0.3063,20.84,12.98,25.18,5.6044,1.4468,7.0512,0.2247,31.38,0.7151,0.0197
6290,16.3199,0.4633,13.35,4.31,11.98,4.3723,2.2415,6.6137,0.3309,19.9885,0.5808,0.021
6291,33.6873,0.5951,47.64,54.5,83.81,9.2377,2.9218,12.1596,0.4682,25.97,0.4069,0.1193
6292,34.573,0.6655,5.05,67.23,59.03,9.0735,3.39,12.4635,0.5103,24.4222,0.3537,0.122
6293,32.8858,0.4477,19.36,8.32,21.58,9.1304,2.2039,11.3342,0.3465,32.7138,0.5609,0.1379
6294,41.9218,0.5191,88.44,63.72,73.59,11.8005,2.7624,14.5629,0.4071,35.7718,0.4842,0.0965
6295,29.3227,0.3257,43.04,71.77,73.55,7.2868,1.6702,8.957,0.2467,36.3013,0.6872,0.0152
6296,37.9684,0.6504,25.78,65.54,23.63,9.85,3.14,12.9901,0.5197,24.9953,0.3417,0.1138
6297,30.8536,0.4739,40.43,58.17,35.42,8.6941,2.4726,11.1667,0.3696,30.2119,0.5316,0.1374
6298,31.5188,0.479,82.9,1.45,3.6,8.8392,2.4205,11.2597,0.3769,29.8749,0.5225,0.1348
6299,16.4691,0.5213,78.51,0.14,33.29,4.6966,2.6244,7.321,0.4199,17.4354,0.4679,0.2892
6300,23.814,0.3087,49.39,46.37,80.74,5.8572,1.6412,7.4984,0.2414,31.065,0.694,0.0168
6301,37.9013,0.4863,37.41,31.64,77.74,10.6023,2.4938,13.0961,0.3816,34.3187,0.5164,0.1049
6302,34.5621,0.3644,80.35,44.67,57.19,9.1723,1.8814,11.0536,0.2857,38.6916,0.638,0.0157
6303,24.0031,0.3202,53.38,46.09,89.11,6.018,1.6574,7.6754,0.2466,31.1193,0.6875,0.0176
6304,44.8499,0.3413,73.86,0.78,65.55,11.229,1.5621,12.791,0.2443,52.3565,0.6905,0.0153
6305,25.8437,0.6762,9.53,22.56,12.84,6.5501,3.3055,9.8557,0.5392,18.2769,0.3166,0.1821
6306,33.7026,0.422,24.62,74.09,67.86,9.1848,2.1238,11.3086,0.3221,35.1087,0.5917,0.0177
6307,26.3152,0.3714,4.36,25.1,3.73,6.9464,1.475,8.4214,0.2952,28.5327,0.6256,0.0229
6308,34.5365,0.4052,76.08,47.31,66.99,9.4224,2.0299,11.4523,0.3188,35.9264,0.5959,0.0162
6309,45.4712,0.4872,39.78,24.05,88.62,12.7745,2.6361,15.4106,0.3845,40.0839,0.513,0.0911
6310,26.9883,0.5899,60.56,20.2,29.21,7.4418,2.8607,10.3026,0.4583,22.4787,0.4191,0.1319
6311,45.8779,0.341,19.26,66.02,57.69,11.7538,1.8261,13.5799,0.2595,52.3284,0.6711,0.0143
6312,33.2407,0.6027,10.69,38.85,16.56,9.158,3.0449,12.2029,0.4727,25.8143,0.4012,0.129
6313,20.4709,0.5876,72.07,8.51,73.49,5.6316,2.8403,8.4719,0.4651,18.2163,0.4107,0.184
6314,40.6732,0.6025,59.36,85.72,14.58,11.0978,3.1087,14.2065,0.4748,29.9229,0.3984,0.1034
6315,17.1677,0.4674,1.3,38.77,66.5,4.839,2.2957,7.1347,0.3417,20.8808,0.5672,0.2196
6316,43.8084,0.5989,39.6,1.09,6.61,11.7818,3.1339,14.9157,0.4895,30.4742,0.3799,0.0924
6317,20.2901,0.3812,50.49,26.42,79.05,5.283,1.895,7.178,0.2864,25.0601,0.6371,0.0181
6318,30.6818,0.378,55.35,55.16,33.68,8.1125,2.0142,10.1266,0.2953,34.2937,0.6258,0.0164
6319,35.4437,0.4694,38.43,82.52,48.99,9.968,2.4494,12.4174,0.3686,33.6888,0.5331,0.116
6320,33.4123,0.4412,22.44,61.06,20.09,9.3059,2.2393,11.5453,0.339,34.0527,0.5704,0.1318
6321,24.174,0.4706,34.64,31.97,51.89,6.709,2.393,9.102,0.3715,24.5034,0.5292,0.1791
6322,26.7075,0.5491,22.35,32.29,48.64,7.412,2.6122,10.0242,0.433,23.1494,0.4514,0.155
6323,23.0301,0.3681,1.75,15.25,21.12,6.1826,1.8054,7.988,0.2917,27.3841,0.6265,0.0232
6324,36.0052,0.4431,88.87,17.73,58.53,9.9412,2.302,12.2432,0.3449,35.4928,0.5627,0.1116
6325,41.8034,0.4672,74.02,16.47,36.55,11.7364,2.4591,14.1956,0.3648,38.911,0.5377,0.0944
6326,33.2955,0.6722,72.43,45.34,60.9,8.5253,3.294,11.8193,0.5231,22.5939,0.3372,0.1194
6327,22.1784,0.4723,73.75,73.31,79.03,6.156,2.3574,8.5135,0.3675,23.1638,0.5341,0.1693
6328,35.5631,0.4337,45.44,42.83,7.11,9.8267,2.2964,12.1231,0.3315,36.5756,0.58,0.1188
6329,41.8118,0.5046,2.73,50.45,4.51,11.7496,2.6468,14.3964,0.3846,37.4295,0.5128,0.1121
6330,18.6161,0.5167,37.8,35.8,38.31,5.2322,2.5829,7.8152,0.3966,19.7035,0.4972,0.2485
6331,17.0552,0.3627,3.2,70.97,46.54,4.3355,1.8108,6.1463,0.2669,23.0292,0.6615,0.0205
6332,42.0232,0.61,39.27,85.23,2.96,11.3581,3.2255,14.5837,0.479,30.4459,0.393,0.0961
6333,27.7379,0.4262,49.12,18.95,86.22,7.576,2.1478,9.7238,0.3311,29.3716,0.5804,0.0178
6334,41.6281,0.3248,69.86,34.35,54.47,10.5501,1.7171,12.2672,0.2513,48.8219,0.6816,0.0156
6335,34.0767,0.3015,48.61,36.99,81.64,8.24,1.5965,9.8365,0.2317,42.4457,0.7064,0.0163
6336,33.7207,0.5239,82.99,16.35,29.82,9.4098,2.5718,11.9816,0.4109,29.1581,0.479,0.1233
6337,17.0007,0.5186,33.3,80.05,20.22,4.8347,2.5101,7.3448,0.3792,19.3691,0.5194,0.2204
6338,29.1477,0.3017,44.03,66.02,82.71,6.9566,1.5506,8.5071,0.2272,37.4434,0.7119,0.0148
6339,30.2838,0.4541,65.13,42.96,37.6,8.4328,2.2574,10.6901,0.3514,30.422,0.5547,0.1263
6340,18.5305,0.3765,43.14,54.27,54.17,4.8001,1.8578,6.6579,0.2889,23.0456,0.6339,0.0177
6341,30.8779,0.6296,1.27,58.47,46.71,8.4045,3.1892,11.5937,0.4819,24.06,0.3894,0.1501
6342,39.179,0.4771,12.07,35.03,53.42,11.0215,2.4293,13.4508,0.3726,36.1036,0.5278,0.1091
6343,24.8487,0.5983,43.54,49.73,26.19,6.7388,2.9198,9.6587,0.4756,20.307,0.3972,0.157
6344,35.5088,0.5777,18.71,74.53,83.57,9.8076,3.0154,12.823,0.4577,28.0143,0.4198,0.1172
